,bbox_list
08bed1da6.jpg,"[(642, 354, 695, 377), (432, 585, 453, 595), (25, 674, 40, 680)]"
08c1142b9.jpg,"[(207, 310, 235, 350)]"
08c118c69.jpg,"[(634, 625, 656, 643)]"
08c40208d.jpg,"[(196, 92, 211, 107), (220, 109, 231, 120), (7, 138, 21, 154), (168, 141, 179, 158), (212, 147, 223, 162), (87, 152, 96, 166), (47, 153, 57, 168), (109, 157, 121, 169), (58, 174, 68, 190), (156, 179, 163, 192), (20, 184, 28, 199)]"
08c4b0a0b.jpg,"[(716, 470, 737, 483)]"
08c500536.jpg,"[(643, 267, 652, 274)]"
08c59eea4.jpg,"[(284, 326, 293, 335)]"
08c8ff5a9.jpg,"[(707, 162, 757, 302)]"
08ca3af6b.jpg,"[(228, 717, 244, 726)]"
08ce02c47.jpg,"[(371, 207, 394, 229)]"
08cf549ab.jpg,"[(427, 157, 450, 179)]"
08cf78250.jpg,"[(213, 118, 248, 170)]"
08d23d77e.jpg,"[(683, 523, 697, 547)]"
08d260be4.jpg,"[(643, 234, 650, 241), (730, 298, 740, 309), (693, 305, 698, 312)]"
08d264df6.jpg,"[(560, 103, 614, 267), (55, 227, 119, 425), (663, 618, 729, 768)]"
08d2cef6f.jpg,"[(29, 217, 124, 272)]"
08d32e846.jpg,"[(295, 504, 336, 529)]"
08d34196f.jpg,"[(554, 750, 579, 768)]"
08d429158.jpg,"[(617, 554, 623, 566), (593, 590, 604, 603), (579, 592, 591, 611), (635, 616, 650, 624)]"
08d790381.jpg,"[(540, 84, 551, 99), (546, 116, 555, 124), (574, 126, 587, 137), (446, 354, 457, 363), (625, 370, 643, 397), (422, 371, 433, 381), (472, 382, 483, 392), (419, 408, 434, 423), (457, 415, 465, 424)]"
08d91d568.jpg,"[(393, 47, 526, 282), (138, 593, 197, 768)]"
08d9f8006.jpg,"[(35, 295, 46, 329)]"
08dac57e7.jpg,"[(469, 2, 552, 95)]"
08db6d320.jpg,"[(306, 86, 356, 173), (544, 172, 567, 197), (539, 201, 594, 283), (597, 324, 607, 334), (311, 328, 358, 410)]"
08dc332d0.jpg,"[(447, 264, 506, 329)]"
08e1caafe.jpg,"[(612, 665, 627, 677)]"
08e292c4c.jpg,"[(600, 323, 680, 367), (620, 389, 700, 437), (624, 443, 721, 494)]"
08e6939a3.jpg,"[(193, 0, 268, 281)]"
08ec53f2a.jpg,"[(289, 92, 343, 149), (427, 206, 480, 280), (144, 301, 194, 368), (499, 428, 544, 487), (650, 441, 694, 464), (93, 467, 131, 508), (406, 636, 469, 712)]"
08f0d8a6d.jpg,"[(185, 111, 204, 178)]"
08f3f627a.jpg,"[(671, 312, 678, 325), (685, 363, 697, 375), (50, 503, 82, 554), (178, 651, 191, 659)]"
08f71ff06.jpg,"[(476, 497, 534, 768)]"
08f7330cc.jpg,"[(589, 621, 659, 732)]"
08f865cd4.jpg,"[(473, 176, 480, 183), (457, 296, 472, 313), (606, 343, 628, 365), (512, 380, 532, 401), (435, 411, 454, 432), (410, 493, 422, 509), (310, 570, 319, 577), (321, 648, 328, 654), (390, 728, 395, 737), (401, 728, 407, 738)]"
08f92a370.jpg,"[(397, 687, 416, 694), (54, 703, 64, 713)]"
08fd508e6.jpg,"[(321, 637, 335, 645)]"
08ff69841.jpg,"[(635, 95, 677, 143), (163, 230, 211, 288), (316, 231, 333, 248), (104, 548, 151, 611)]"
08ffd6ad7.jpg,"[(439, 264, 460, 289), (381, 486, 398, 510)]"
09022f865.jpg,"[(439, 731, 450, 743)]"
0907522ce.jpg,"[(528, 79, 545, 94), (9, 269, 31, 317)]"
090866706.jpg,"[(123, 275, 137, 290), (43, 319, 58, 335), (1, 345, 9, 355)]"
0908bfa81.jpg,"[(477, 65, 523, 98), (624, 117, 663, 126), (14, 166, 49, 179), (334, 393, 401, 428), (501, 437, 579, 490), (259, 521, 282, 560)]"
090a28cce.jpg,"[(229, 297, 273, 393)]"
090b6b4a6.jpg,"[(420, 609, 533, 768)]"
090d4e595.jpg,"[(284, 527, 341, 576), (354, 595, 365, 606), (724, 603, 749, 651)]"
090f1069b.jpg,"[(638, 12, 701, 66)]"
09100c5d9.jpg,"[(555, 646, 559, 650), (577, 646, 590, 659), (561, 665, 565, 668), (537, 667, 550, 681)]"
09101f5fa.jpg,"[(127, 275, 137, 285)]"
0911678b3.jpg,"[(54, 626, 68, 635)]"
0912bd334.jpg,"[(252, 372, 269, 388)]"
0913e967c.jpg,"[(361, 164, 437, 233), (28, 715, 77, 761)]"
09146e11f.jpg,"[(277, 79, 351, 163), (504, 203, 531, 278), (391, 268, 426, 381), (482, 339, 511, 432)]"
0914f3874.jpg,"[(174, 0, 247, 65), (53, 299, 96, 365), (180, 454, 223, 518), (604, 517, 640, 593), (7, 642, 40, 724)]"
09167c2bf.jpg,"[(411, 438, 483, 682)]"
09174d85e.jpg,"[(424, 482, 440, 499)]"
09183a4a0.jpg,"[(737, 603, 753, 622)]"
0919e159e.jpg,"[(321, 101, 329, 109)]"
091c15b08.jpg,"[(277, 25, 288, 35), (246, 603, 253, 610)]"
091d41a79.jpg,"[(406, 344, 455, 442)]"
0920180e3.jpg,"[(330, 354, 351, 392)]"
09214a8a3.jpg,"[(582, 671, 608, 691)]"
092452519.jpg,"[(133, 74, 151, 88), (599, 299, 624, 313), (572, 302, 715, 376)]"
0926297df.jpg,"[(193, 494, 199, 499)]"
09262def2.jpg,"[(245, 137, 263, 176)]"
09273d6ba.jpg,"[(116, 630, 126, 660)]"
0929eb37b.jpg,"[(554, 135, 667, 302), (585, 448, 620, 488)]"
092a5ad30.jpg,"[(252, 5, 262, 45), (746, 14, 752, 30), (191, 27, 221, 60), (645, 117, 711, 202), (247, 133, 277, 165), (379, 358, 413, 396), (183, 436, 216, 472), (386, 568, 444, 639), (114, 582, 162, 627), (316, 677, 321, 690), (659, 688, 707, 768)]"
092a9f658.jpg,"[(313, 478, 423, 584)]"
0930396b5.jpg,"[(256, 397, 274, 460)]"
0930eb6bf.jpg,"[(717, 91, 768, 121), (225, 189, 260, 224), (617, 389, 657, 410)]"
093284bc3.jpg,"[(528, 559, 542, 574), (271, 695, 289, 716)]"
093358af4.jpg,"[(403, 368, 425, 381)]"
0935d64d8.jpg,"[(288, 104, 297, 119)]"
093962312.jpg,"[(113, 11, 184, 75), (363, 82, 410, 115), (14, 376, 58, 439), (410, 414, 476, 467), (627, 521, 642, 549)]"
093bf7597.jpg,"[(372, 210, 381, 231), (300, 625, 306, 645), (339, 736, 348, 750)]"
093c59699.jpg,"[(378, 138, 407, 160)]"
093ca6516.jpg,"[(215, 187, 220, 197)]"
093cdb208.jpg,"[(159, 288, 164, 302)]"
093de5fe8.jpg,"[(352, 437, 362, 450)]"
093dfe780.jpg,"[(497, 635, 572, 695)]"
093fb7b65.jpg,"[(228, 132, 289, 167), (655, 453, 736, 499), (23, 555, 176, 598)]"
09421cd2d.jpg,"[(69, 119, 202, 181)]"
0942835c9.jpg,"[(378, 556, 394, 585)]"
09473c1f7.jpg,"[(466, 586, 474, 592)]"
0949680ab.jpg,"[(70, 294, 271, 541)]"
094d8901e.jpg,"[(606, 31, 703, 74)]"
094e42224.jpg,"[(271, 85, 415, 168), (198, 282, 316, 385)]"
094e6da6d.jpg,"[(6, 187, 17, 193)]"
094e74d83.jpg,"[(18, 399, 50, 480)]"
094f143b7.jpg,"[(294, 213, 310, 230)]"
095019a9e.jpg,"[(726, 596, 768, 635)]"
0950823bd.jpg,"[(515, 649, 543, 677)]"
0951c074c.jpg,"[(596, 414, 624, 441)]"
0953984cf.jpg,"[(573, 323, 663, 386), (36, 655, 112, 737)]"
095559f6b.jpg,"[(559, 271, 567, 290), (531, 647, 540, 667)]"
0956ed7bd.jpg,"[(62, 48, 82, 70), (60, 187, 93, 254)]"
0959d3266.jpg,"[(666, 558, 690, 598)]"
095bb98d3.jpg,"[(108, 162, 149, 204)]"
095be6688.jpg,"[(137, 561, 149, 590)]"
095d575cb.jpg,"[(65, 613, 73, 621)]"
096432c89.jpg,"[(31, 180, 77, 246)]"
0964d424c.jpg,"[(567, 145, 706, 404)]"
0967e5ea0.jpg,"[(599, 421, 608, 447)]"
0968a37df.jpg,"[(718, 479, 760, 511)]"
096ae20e5.jpg,"[(94, 5, 200, 44)]"
096cde394.jpg,"[(10, 70, 33, 82), (151, 97, 223, 135)]"
096d0458a.jpg,"[(718, 582, 768, 618)]"
096df1e34.jpg,"[(394, 655, 488, 746)]"
096f867ec.jpg,"[(47, 251, 99, 295), (177, 416, 370, 558)]"
09718195c.jpg,"[(174, 102, 279, 226)]"
097293761.jpg,"[(751, 2, 757, 7), (467, 21, 509, 148)]"
097420659.jpg,"[(0, 26, 60, 107)]"
0974341d0.jpg,"[(365, 517, 507, 706)]"
0974c9772.jpg,"[(672, 285, 677, 292)]"
09758ab6c.jpg,"[(585, 342, 711, 627)]"
097702bff.jpg,"[(230, 392, 252, 414), (26, 674, 42, 704)]"
097751340.jpg,"[(528, 442, 547, 475)]"
097a403e9.jpg,"[(488, 451, 506, 468), (509, 478, 526, 504), (568, 482, 578, 487), (630, 483, 657, 503), (620, 493, 626, 501), (729, 614, 741, 625), (707, 659, 717, 671), (690, 679, 704, 694)]"
097abbe37.jpg,"[(445, 324, 681, 459)]"
097b622f4.jpg,"[(343, 217, 370, 273)]"
097e21dfe.jpg,"[(439, 615, 449, 636)]"
097f537cb.jpg,"[(687, 0, 704, 18)]"
09826f6a9.jpg,"[(347, 164, 554, 291)]"
0984ff693.jpg,"[(441, 158, 457, 276)]"
098543340.jpg,"[(155, 698, 164, 713), (135, 716, 151, 743)]"
098ed0040.jpg,"[(84, 158, 112, 185), (578, 262, 612, 292)]"
09911d388.jpg,"[(191, 178, 201, 191)]"
0991d9bb7.jpg,"[(584, 57, 716, 195)]"
099216861.jpg,"[(125, 382, 162, 423)]"
09949ea26.jpg,"[(570, 554, 582, 578)]"
0994af26d.jpg,"[(296, 597, 404, 695)]"
0994f7377.jpg,"[(56, 146, 193, 296), (418, 675, 455, 734)]"
09a6cb741.jpg,"[(159, 240, 173, 269)]"
09a811a9e.jpg,"[(170, 653, 173, 659)]"
09a91d6dd.jpg,"[(125, 17, 138, 31)]"
09a96dd34.jpg,"[(0, 671, 39, 718)]"
09acc45a5.jpg,"[(682, 126, 710, 165)]"
09b22e79e.jpg,"[(252, 142, 314, 208), (37, 535, 115, 616), (383, 571, 440, 658)]"
09b279b69.jpg,"[(106, 193, 131, 209)]"
09b51692d.jpg,"[(114, 532, 140, 609), (679, 539, 764, 628)]"
09b5e2c45.jpg,"[(321, 381, 335, 389)]"
09b8f7ad8.jpg,"[(520, 128, 633, 156)]"
09bbd8cea.jpg,"[(261, 361, 297, 412)]"
09bbf2593.jpg,"[(119, 92, 174, 111), (43, 95, 70, 102)]"
09bd9fba5.jpg,"[(629, 231, 651, 250)]"
09be21f7e.jpg,"[(688, 508, 768, 730)]"
09bf1b713.jpg,"[(358, 0, 500, 229)]"
09c004c5c.jpg,"[(153, 322, 223, 527), (434, 566, 494, 726)]"
09c1492b2.jpg,"[(445, 328, 660, 466), (697, 444, 768, 495)]"
09c50906d.jpg,"[(0, 22, 197, 219), (4, 118, 102, 208), (223, 200, 247, 224), (155, 253, 168, 266), (168, 655, 215, 725)]"
09c54c3a7.jpg,"[(230, 170, 391, 223), (671, 437, 768, 507), (281, 491, 449, 544), (607, 556, 643, 582)]"
09c7053f9.jpg,"[(185, 431, 355, 511)]"
09c740a72.jpg,"[(182, 297, 200, 309), (476, 647, 537, 716)]"
09c828c70.jpg,"[(538, 460, 595, 535)]"
09cc5fd1c.jpg,"[(724, 29, 737, 39)]"
09cc7e767.jpg,"[(173, 292, 185, 305)]"
09cd19af9.jpg,"[(225, 22, 250, 44), (87, 39, 206, 123), (551, 636, 739, 768)]"
09cdee15d.jpg,"[(679, 717, 684, 721), (676, 720, 677, 721), (681, 723, 682, 724), (673, 724, 679, 729)]"
09cee96fd.jpg,"[(16, 123, 22, 133)]"
09d0871ff.jpg,"[(218, 102, 271, 232)]"
09d3ba0d1.jpg,"[(61, 710, 74, 719)]"
09d49287d.jpg,"[(6, 475, 17, 486), (76, 745, 90, 753)]"
09d8b30e0.jpg,"[(72, 245, 81, 261), (352, 499, 364, 520)]"
09d8bdfe6.jpg,"[(0, 112, 171, 262)]"
09d8eac53.jpg,"[(246, 88, 271, 140)]"
09da284af.jpg,"[(340, 0, 361, 21), (249, 110, 276, 141)]"
09da5f556.jpg,"[(457, 13, 487, 50), (490, 78, 499, 90)]"
09da9a17e.jpg,"[(0, 361, 185, 518), (492, 378, 646, 496)]"
09ddbdd88.jpg,"[(58, 676, 103, 732)]"
09de3f56e.jpg,"[(265, 56, 357, 183)]"
09de8da49.jpg,"[(551, 413, 567, 435)]"
09df055f9.jpg,"[(249, 182, 259, 194), (278, 285, 293, 301), (573, 461, 586, 478)]"
09dfa6914.jpg,"[(412, 231, 528, 437)]"
09e183b5a.jpg,"[(560, 393, 591, 439)]"
09e29c7f7.jpg,"[(654, 103, 766, 210)]"
09e77ac56.jpg,"[(42, 276, 138, 309)]"
09ea3567b.jpg,"[(627, 75, 644, 92)]"
09eaf1d4d.jpg,"[(145, 2, 194, 153)]"
09eb3aea7.jpg,"[(495, 258, 501, 263), (211, 277, 253, 404)]"
09eb599a6.jpg,"[(688, 578, 706, 597)]"
09ef20595.jpg,"[(98, 12, 108, 16), (226, 13, 230, 23)]"
09f040199.jpg,"[(236, 47, 281, 111)]"
09f040dc6.jpg,"[(291, 175, 339, 244), (595, 269, 638, 339), (371, 647, 406, 716), (600, 664, 636, 722)]"
09f09fb26.jpg,"[(454, 136, 615, 299), (674, 626, 710, 693)]"
09f0a4e1e.jpg,"[(592, 425, 701, 473)]"
09f1742d7.jpg,"[(58, 589, 172, 695)]"
09f2115b3.jpg,"[(671, 32, 676, 46)]"
09f22d2e6.jpg,"[(1, 681, 26, 727)]"
09f4ffefd.jpg,"[(579, 144, 610, 163), (443, 165, 523, 226)]"
09f69751c.jpg,"[(654, 195, 659, 198)]"
09f857ff8.jpg,"[(249, 633, 261, 642)]"
09f9a0c06.jpg,"[(42, 550, 74, 648)]"
09fbd1d6f.jpg,"[(547, 453, 733, 701)]"
09fe9d350.jpg,"[(95, 25, 125, 162), (88, 444, 99, 452), (558, 553, 594, 647)]"
0a0722e46.jpg,"[(249, 34, 325, 98), (189, 554, 295, 768)]"
0a09da25f.jpg,"[(27, 514, 84, 618)]"
0a0df8299.jpg,"[(385, 94, 502, 258), (496, 240, 497, 241)]"
0a0df9b84.jpg,"[(636, 169, 651, 198)]"
0a1156125.jpg,"[(517, 641, 530, 658)]"
0a1174f25.jpg,"[(222, 120, 409, 165), (508, 615, 685, 690)]"
0a148697c.jpg,"[(592, 418, 616, 449), (556, 445, 601, 512), (684, 507, 768, 640), (450, 550, 548, 691), (0, 715, 151, 760)]"
0a15f8996.jpg,"[(7, 546, 56, 705)]"
0a1a2b14e.jpg,"[(645, 44, 669, 90), (355, 159, 385, 218), (646, 352, 674, 420)]"
0a1a58833.jpg,"[(56, 76, 183, 217)]"
0a1a7f395.jpg,"[(411, 30, 443, 75), (330, 178, 394, 222), (620, 225, 630, 238), (187, 234, 239, 294), (566, 273, 655, 315), (40, 356, 89, 416), (428, 365, 468, 400), (7, 379, 60, 433)]"
0a1b7d6ec.jpg,"[(427, 222, 444, 257)]"
0a1b86392.jpg,"[(420, 214, 508, 249)]"
0a1d87989.jpg,"[(173, 39, 376, 118)]"
0a1ea1af4.jpg,"[(356, 107, 367, 138), (490, 428, 498, 446)]"
0a1ef6741.jpg,"[(24, 275, 54, 393)]"
0a20b9924.jpg,"[(512, 444, 525, 458)]"
0a20d8143.jpg,"[(582, 141, 592, 151)]"
0a225f257.jpg,"[(678, 303, 700, 329)]"
0a24a4100.jpg,"[(684, 706, 698, 720)]"
0a253b8bb.jpg,"[(653, 694, 670, 711), (632, 755, 645, 768), (462, 759, 470, 768)]"
0a25413ef.jpg,"[(0, 702, 110, 768)]"
0a286fb15.jpg,"[(522, 0, 645, 113), (323, 189, 431, 297), (107, 567, 117, 574), (289, 640, 374, 715)]"
0a2a8689d.jpg,"[(373, 0, 478, 116), (132, 410, 160, 470), (147, 422, 166, 451), (448, 597, 466, 655)]"
0a2c6480e.jpg,"[(0, 5, 73, 42), (292, 469, 433, 518)]"
0a2e15e29.jpg,"[(271, 303, 292, 323), (625, 466, 659, 501), (488, 566, 501, 578), (532, 602, 553, 617), (380, 637, 395, 645), (463, 683, 478, 693), (344, 716, 361, 728), (218, 717, 255, 743)]"
0a3365640.jpg,"[(192, 0, 244, 67)]"
0a35e641b.jpg,"[(228, 97, 236, 118), (226, 198, 251, 275)]"
0a372c670.jpg,"[(672, 620, 699, 639)]"
0a3b48a9c.jpg,"[(540, 181, 654, 229), (68, 372, 228, 419)]"
0a3d3abfb.jpg,"[(643, 125, 654, 141)]"
0a3e6fce1.jpg,"[(429, 36, 441, 49)]"
0a40de97d.jpg,"[(336, 152, 382, 231), (433, 427, 474, 534), (53, 578, 71, 593), (731, 586, 768, 699)]"
0a42d6001.jpg,"[(388, 193, 399, 207)]"
0a430f5f4.jpg,"[(88, 396, 98, 410)]"
0a460dfc5.jpg,"[(301, 41, 363, 126), (26, 204, 83, 279)]"
0a4864b49.jpg,"[(28, 437, 142, 485)]"
0a48b7268.jpg,"[(678, 460, 690, 471), (17, 668, 29, 680), (10, 686, 19, 695), (23, 696, 37, 709), (41, 707, 50, 721)]"
0a48d79f2.jpg,"[(65, 369, 87, 400)]"
0a49a473f.jpg,"[(533, 228, 545, 259), (680, 693, 696, 712)]"
0a49aa6eb.jpg,"[(115, 371, 122, 379)]"
0a4a116ea.jpg,"[(703, 210, 724, 272)]"
0a4ad0982.jpg,"[(0, 118, 9, 132), (157, 360, 167, 371)]"
0a4af6808.jpg,"[(741, 670, 765, 737)]"
0a4c56694.jpg,"[(665, 435, 768, 475)]"
0a4c999c8.jpg,"[(760, 236, 768, 246)]"
0a4cad0e8.jpg,"[(563, 514, 580, 530), (655, 573, 675, 608), (380, 602, 460, 653), (739, 630, 768, 662)]"
0a50e22e5.jpg,"[(239, 96, 501, 272)]"
0a53914ce.jpg,"[(393, 619, 408, 643), (352, 679, 365, 696)]"
0a5a3f250.jpg,"[(594, 190, 752, 294)]"
0a5ae8465.jpg,"[(251, 339, 274, 355)]"
0a5b0846c.jpg,"[(728, 385, 747, 395), (721, 506, 733, 513)]"
0a5b3e65c.jpg,"[(0, 0, 78, 65)]"
0a5b90e1d.jpg,"[(186, 93, 281, 169)]"
0a5f1984b.jpg,"[(0, 402, 79, 471)]"
0a5fb24c6.jpg,"[(19, 50, 39, 77)]"
0a66b6c07.jpg,"[(118, 700, 127, 714)]"
0a710b68a.jpg,"[(646, 339, 653, 346)]"
0a7208dbf.jpg,"[(335, 85, 366, 129)]"
0a75b0e37.jpg,"[(355, 27, 387, 61)]"
0a7660442.jpg,"[(27, 103, 48, 123), (3, 124, 23, 143)]"
0a76b3b8e.jpg,"[(664, 4, 744, 74), (234, 421, 392, 535)]"
0a76d7f1d.jpg,"[(641, 359, 733, 646)]"
0a77aadb2.jpg,"[(374, 120, 388, 157)]"
0a7884da5.jpg,"[(186, 423, 207, 440)]"
0a78f9786.jpg,"[(292, 655, 368, 737)]"
0a7a0fa38.jpg,"[(234, 558, 244, 568)]"
0a7b289e5.jpg,"[(472, 38, 512, 92), (105, 158, 335, 359)]"
0a7f650ee.jpg,"[(259, 59, 383, 166)]"
0a8084944.jpg,"[(407, 685, 430, 714)]"
0a814feb5.jpg,"[(597, 411, 666, 596)]"
0a820a0be.jpg,"[(208, 385, 216, 393)]"
0a83b436f.jpg,"[(219, 3, 254, 37), (170, 53, 184, 66)]"
0a84c80d3.jpg,"[(0, 208, 109, 258)]"
0a84ed1da.jpg,"[(711, 725, 728, 744)]"
0a86096dc.jpg,"[(692, 615, 711, 625)]"
0a8617a7c.jpg,"[(332, 82, 416, 121)]"
0a863a4f8.jpg,"[(179, 385, 334, 629)]"
0a863b9ab.jpg,"[(332, 305, 363, 400)]"
0a87f3bd1.jpg,"[(207, 362, 234, 379)]"
0a8cfac83.jpg,"[(247, 378, 267, 409)]"
0a8d5d261.jpg,"[(125, 272, 344, 379)]"
0a90e302a.jpg,"[(246, 346, 340, 545)]"
0a9156ec9.jpg,"[(575, 555, 696, 694)]"
0a91859d0.jpg,"[(336, 408, 382, 487), (433, 683, 471, 768)]"
0a9344301.jpg,"[(0, 326, 120, 448)]"
0a94e5dd1.jpg,"[(182, 455, 244, 482)]"
0a975dc66.jpg,"[(318, 675, 438, 768)]"
0a99243c0.jpg,"[(62, 13, 218, 209), (635, 292, 768, 564)]"
0a997bd3f.jpg,"[(671, 146, 758, 292)]"
0a9af626a.jpg,"[(416, 402, 482, 487)]"
0a9b7cdc4.jpg,"[(165, 595, 230, 627)]"
0a9b9a2c8.jpg,"[(387, 17, 408, 37), (295, 57, 307, 67), (506, 184, 531, 203), (726, 554, 745, 564)]"
0a9bc3e3a.jpg,"[(131, 486, 270, 663), (191, 632, 203, 646)]"
0a9eca6d6.jpg,"[(533, 502, 619, 562), (728, 587, 745, 597), (711, 636, 721, 645), (744, 644, 755, 654)]"
0a9fb0743.jpg,"[(0, 50, 121, 217)]"
0aa01b676.jpg,"[(295, 105, 383, 376)]"
0aa19f1a3.jpg,"[(467, 518, 563, 592)]"
0aa25e356.jpg,"[(576, 517, 675, 679)]"
0aa2623c1.jpg,"[(294, 641, 353, 701), (99, 746, 140, 767)]"
0aa294e38.jpg,"[(201, 543, 212, 558)]"
0aa307896.jpg,"[(485, 58, 508, 81)]"
0aa4c741c.jpg,"[(10, 7, 19, 21), (320, 752, 334, 766)]"
0aa505b96.jpg,"[(725, 199, 737, 211), (623, 344, 632, 358), (601, 398, 612, 407), (605, 411, 617, 421), (601, 423, 615, 441), (588, 457, 598, 472), (591, 475, 604, 486), (577, 540, 602, 559), (566, 664, 577, 672), (574, 681, 588, 692), (562, 706, 579, 716), (558, 727, 577, 744)]"
0aa565354.jpg,"[(58, 0, 134, 71), (363, 90, 440, 152), (334, 118, 362, 141), (623, 448, 761, 590), (399, 473, 462, 558), (664, 529, 740, 593), (100, 597, 168, 703)]"
0aa6a9b75.jpg,"[(676, 109, 739, 241), (547, 421, 577, 475), (687, 653, 725, 742)]"
0aa919286.jpg,"[(328, 294, 348, 331)]"
0aa9272e6.jpg,"[(721, 518, 735, 528), (617, 645, 630, 652)]"
0aa980023.jpg,"[(553, 421, 627, 585)]"
0aab6cdcc.jpg,"[(507, 27, 523, 45)]"
0aab77784.jpg,"[(382, 326, 439, 526)]"
0aab95dbc.jpg,"[(46, 89, 192, 379)]"
0aad46408.jpg,"[(168, 130, 209, 164)]"
0aadc87b3.jpg,"[(328, 642, 401, 705)]"
0aaea74cc.jpg,"[(88, 15, 190, 183)]"
0aaf89b51.jpg,"[(347, 455, 363, 526)]"
0ab001323.jpg,"[(681, 191, 700, 219), (715, 235, 733, 265), (355, 502, 368, 514)]"
0ab21ed48.jpg,"[(257, 74, 279, 103)]"
0ab8c8d6f.jpg,"[(731, 52, 740, 65), (465, 108, 475, 126), (156, 110, 174, 130), (197, 393, 218, 414)]"
0ab94f62e.jpg,"[(114, 11, 178, 84), (286, 94, 333, 139)]"
0abbc33cc.jpg,"[(473, 104, 499, 164), (188, 458, 275, 591), (668, 497, 713, 526)]"
0abbfedd7.jpg,"[(661, 225, 677, 242)]"
0abd1903b.jpg,"[(329, 16, 337, 33)]"
0abdd0091.jpg,"[(653, 636, 680, 648)]"
0abde244c.jpg,"[(3, 148, 26, 198), (435, 491, 442, 504)]"
0abe18731.jpg,"[(492, 583, 523, 624), (646, 631, 710, 700), (643, 696, 659, 719), (660, 701, 668, 708), (524, 726, 541, 744)]"
0abe5e2ea.jpg,"[(99, 38, 254, 89), (186, 604, 195, 616)]"
0ac12b127.jpg,"[(575, 629, 621, 686)]"
0ac382948.jpg,"[(157, 661, 229, 679)]"
0ac62de6b.jpg,"[(244, 13, 494, 198)]"
0ac635a52.jpg,"[(563, 175, 576, 194), (457, 303, 468, 312), (188, 355, 230, 375)]"
0ac63a1d0.jpg,"[(270, 408, 367, 563)]"
0ac78e802.jpg,"[(20, 483, 308, 555)]"
0acbb6bea.jpg,"[(578, 36, 657, 133)]"
0acbf7968.jpg,"[(466, 153, 471, 159)]"
0acc106e9.jpg,"[(203, 0, 278, 45)]"
0acd25a1b.jpg,"[(493, 292, 502, 320)]"
0ace4520c.jpg,"[(492, 280, 546, 474), (41, 306, 67, 397), (60, 614, 88, 695)]"
0ace8abe2.jpg,"[(695, 425, 709, 441)]"
0acf5fee5.jpg,"[(124, 654, 285, 740)]"
0acfb1627.jpg,"[(374, 708, 388, 728)]"
0ad505458.jpg,"[(235, 9, 262, 32), (464, 43, 477, 57), (476, 56, 482, 62), (79, 83, 100, 104), (716, 89, 729, 96), (652, 94, 666, 101), (582, 98, 592, 119), (599, 101, 619, 112), (694, 131, 706, 140), (666, 132, 686, 140), (585, 195, 593, 210)]"
0ad77edcb.jpg,"[(26, 341, 229, 422)]"
0ad7aa272.jpg,"[(306, 342, 374, 372), (109, 635, 169, 711)]"
0ad7c2758.jpg,"[(323, 108, 422, 222)]"
0ad9efc2f.jpg,"[(309, 335, 328, 350), (327, 343, 383, 380), (442, 462, 474, 522), (646, 606, 692, 639)]"
0ada70937.jpg,"[(547, 41, 563, 64)]"
0adc9c314.jpg,"[(29, 10, 54, 97), (33, 162, 58, 251)]"
0ae37aa28.jpg,"[(278, 543, 288, 564), (268, 637, 294, 709)]"
0ae49bc36.jpg,"[(410, 0, 571, 84)]"
0ae4c0a90.jpg,"[(181, 516, 248, 592)]"
0ae538851.jpg,"[(11, 85, 39, 109)]"
0ae67f3c6.jpg,"[(116, 101, 213, 133)]"
0ae6afd5b.jpg,"[(38, 455, 102, 501)]"
0ae6b7bdf.jpg,"[(710, 597, 731, 615)]"
0ae71fbc2.jpg,"[(153, 435, 282, 478)]"
0aea263bb.jpg,"[(298, 248, 373, 320), (322, 358, 407, 385), (319, 397, 390, 436)]"
0aef21703.jpg,"[(689, 214, 706, 231)]"
0aefb4539.jpg,"[(708, 9, 768, 185)]"
0af056cb9.jpg,"[(732, 463, 749, 491), (679, 626, 723, 708)]"
0af151ad2.jpg,"[(508, 223, 522, 243)]"
0af3d644f.jpg,"[(554, 474, 560, 483)]"
0af61c5c7.jpg,"[(695, 338, 713, 345)]"
0af643c91.jpg,"[(377, 450, 417, 501)]"
0af984fcd.jpg,"[(126, 443, 190, 522), (600, 474, 684, 537), (181, 671, 284, 737), (583, 712, 672, 764)]"
0afa40357.jpg,"[(512, 148, 557, 214)]"
0afd358bd.jpg,"[(761, 135, 768, 146), (696, 202, 705, 211), (687, 249, 697, 253), (381, 596, 401, 610), (106, 722, 118, 731)]"
0b00b4085.jpg,"[(404, 440, 471, 476)]"
0b012115b.jpg,"[(88, 338, 148, 471)]"
0b01dbc89.jpg,"[(664, 631, 673, 642)]"
0b043c627.jpg,"[(89, 632, 338, 768)]"
0b0522872.jpg,"[(674, 345, 731, 386)]"
0b06b0249.jpg,"[(265, 568, 357, 695)]"
0b086cf5a.jpg,"[(634, 357, 661, 400)]"
0b0892a75.jpg,"[(425, 423, 533, 576)]"
0b09ee987.jpg,"[(304, 314, 337, 358), (538, 406, 545, 426)]"
0b0ac5358.jpg,"[(493, 138, 517, 166), (714, 215, 728, 229)]"
0b0becd4b.jpg,"[(283, 3, 343, 105)]"
0b0f83f31.jpg,"[(94, 530, 197, 597)]"
0b107a24c.jpg,"[(14, 103, 24, 115), (100, 511, 108, 524)]"
0b118ed9d.jpg,"[(443, 727, 480, 765)]"
